product_name,drug_varient,product_photo_url,product_url,final_price,original_price,offer,is_in_stock
Lama Amrit Kalp Paste 500 gm,Mfr: Lama Pharmaceuticals,https://www.netmeds.com/images/product-v1/150x150/905919/lama_amrit_kalp_paste_500_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/lama-amrit-kalp-paste-500-gm,Rs. 277.50,Rs. 370.00,25% OFF,True
Kapiva Thar Aloe Vera Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821277/kapiva_aloe_vera_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-vera-juice-1-l-1l,Rs. 265.00,None,None,True
Narbada Ayurveda Dia Herb Diabetes Herbal Powder 100 gm,Mfr: Narbada Ayurveda,https://www.netmeds.com/images/product-v1/150x150/894933/narbada_ayurveda_dia_herb_diabetes_herbal_powder_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/narbada-ayurveda-dia-herb-diabetes-herbal-powder-100-gm,Rs. 170.00,Rs. 200.00,15% OFF,True
Lama Mahalaxmivilas Ras (Swarn Yukt) Tablet 25's,Mfr: Lama Pharmaceuticals,https://www.netmeds.com/images/product-v1/150x150/907621/lama_mahalaxmivilas_ras_swarn_yukt_tablet_25s_0_0.jpg,https://www.netmeds.com/non-prescriptions/lama-mahalaxmivilas-ras-swarn-yukt-tablet-25s,Rs. 532.50,Rs. 710.00,25% OFF,True
Vahdam Turmeric Ashwagandha Herbal Tea Infusion Bags 15's,Mfr: Vahdam Teas (P) Ltd,https://www.netmeds.com/images/product-v1/150x150/910001/vahdam_turmeric_ashwagandha_herbal_tea_infusion_bags_15s_0_1.jpg,https://www.netmeds.com/non-prescriptions/vahdam-turmeric-ashwagandha-herbal-tea-infusion-bags-15s,Rs. 199.00,None,None,True
Kapiva Dia Free Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/825910/kapiva_dia_free_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-dia-free-juice-1-ltr,Rs. 336.00,Rs. 420.00,20% OFF,True
Narbada Ayurveda Fortifit Immunity Plus Herbal Powder 100 gm,Mfr: Narbada Ayurveda,https://www.netmeds.com/images/product-v1/150x150/894935/narbada_ayurveda_fortifit_immunity_plus_herbal_powder_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/narbada-ayurveda-fortifit-immunity-plus-herbal-powder-100-gm,Rs. 384.30,Rs. 549.00,30% OFF,True
Lord's L 118 Diabetes Drops 30 ml,Mfr: Lord's Homeopathic Laboratory Pvt.Ltd,https://www.netmeds.com/images/product-v1/150x150/901917/lords_l_118_diabetes_drops_30_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/lords-l-118-diabetes-drops-30-ml,Rs. 145.00,None,None,True
Lama Swas Chintamani Ras (S.M. Yukt) Tablet 25's,Mfr: Lama Pharmaceuticals,https://www.netmeds.com/images/product-v1/150x150/907617/lama_swas_chintamani_ras_s_m_yukt_tablet_25s_0_0.jpg,https://www.netmeds.com/non-prescriptions/lama-swas-chintamani-ras-s-m-yukt-tablet-25s,Rs. 577.50,Rs. 770.00,25% OFF,True
NutrActive Ashwagandha Powder 150 gm,Mfr: Almighty Agro Industry,https://www.netmeds.com/images/product-v1/150x150/912299/nutractive_ashwagandha_powder_150_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/nutractive-ashwagandha-powder-150-gm,Rs. 399.00,None,None,True
Kapiva Stone Go Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/822585/kapiva_stone_go_juice_1_ltr_0_2.jpg,https://www.netmeds.com/non-prescriptions/kapiva-stone-go-juice-1-ltr,Rs. 440.00,None,None,True
Gtee Killi Ashwagandha Powder 100 gm,Mfr: Gtee Botanical Extract Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/888323/gtee_killi_ashwagandha_powder_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/killi-ashwagandha-powder-100-gm,Rs. 189.00,Rs. 210.00,10% OFF,True
Kairali Chyawanaprasam Lehya 500 gm,Mfr: Kairali Ayurvedic Products Pvt. Ltd,https://www.netmeds.com/images/product-v1/150x150/895766/kairali_chyawanaprasam_lehya_500_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/kairali-chyawanaprasam-paste-500-gm,Rs. 549.00,None,None,True
Lama Swarn Bhasm (Swarn Yukt) 500 mg,Mfr: Lama Pharmaceuticals,https://www.netmeds.com/images/product-v1/150x150/907611/lama_swarn_bhasm_swarn_yukt_500_mg_0_0.jpg,https://www.netmeds.com/non-prescriptions/lama-swarn-bhasm-swarn-yukt-bhasm-500-mg,"Rs. 4,200.00","Rs. 5,600.00",25% OFF,True
Bio-India's Immunity Drops 31 30 ml,Mfr: Bio-India Pharma,https://www.netmeds.com/images/product-v1/150x150/909194/bio_indias_immunity_drops_31_30_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/bio-indias-immunity-drops-31-30-ml,Rs. 130.00,None,None,True
Kapiva Noni Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/822621/kapiva_noni_juice_1_ltr_0_2.jpg,https://www.netmeds.com/non-prescriptions/kapiva-noni-juice-1-ltr,Rs. 480.00,Rs. 600.00,20% OFF,True
Baidyanath Chyawanprash Special 500 gm,Mfr: Shree Baidyanath Ayurved Bhawan Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/823674/baidyanath_chyawanprash_special_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-chyawanprash-special-500-gm,Rs. 166.50,Rs. 185.00,10% OFF,True
Narbada Ayurveda Ashwagandha Root Powder 100 gm,Mfr: Narbada Ayurveda,https://www.netmeds.com/images/product-v1/150x150/894930/narbada_ayurveda_ashwagandha_root_powder_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/narbada-ayurveda-ashwagandha-root-powder-100-gm,Rs. 129.60,Rs. 144.00,10% OFF,True
Lama Basant Malti Ras (S.M. Yu) Tablet 2.5 gm,Mfr: Lama Pharmaceuticals,https://www.netmeds.com/images/product-v1/150x150/905906/lama_basant_malti_ras_s_m_yu_tablet_2_5_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/lama-basant-malti-ras-s-m-yu-tablet-2-5-gm,Rs. 570.00,Rs. 760.00,25% OFF,True
Kapiva Vigor Max Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821306/kapiva_vigor_max_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-vigor-max-juice-1-l-1l,Rs. 500.00,None,None,True
Dr.Vaidya's Chakaash - Chyawanprash Toffee (Pack of 50),Mfr: Herbolab India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/838573/dr_vaidya_s_chakaash_chyawanprash_toffee_pack_of_50_x_188_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-vaidyas-chakaash-chyawanprash-toffee-pack-of-50-toffees-188-gm,Rs. 67.00,Rs. 100.00,33% OFF,True
Haslab Alfa-Ag With Ashwagandha and Ginseng Tonic 100 ml,Mfr: Haslab,https://www.netmeds.com/images/product-v1/150x150/831960/haslab_alfa_ag_with_ashwagandha_and_ginseng_tonic_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/haslab-alfa-ag-with-ashwagandha-and-ginseng-tonic-100-ml,Rs. 90.00,None,None,True
Real Nectar Honey 500 gm,Mfr: Hakeem Baqai's Medicare (P). Ltd,https://www.netmeds.com/images/product-v1/150x150/916055/real_nectar_honey_500_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/real-nectar-honey-500-gm,Rs. 340.00,None,None,True
Axiom Jeevan Ras Karela Jamun Juice 1 ltr,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824669/axiom_jeevan_ras_karela_jamun_juice_1_ltr_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-karela-jamun-swaras-juice-500ml,Rs. 240.00,Rs. 300.00,20% OFF,True
Kapiva Aloe + Shilajeet Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821314/kapiva_aloe_shilajeet_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-shilajeet-juice-1l-1l,Rs. 600.00,None,None,True
Jindal Herbal Ashwagandha 500 mg Tablets 60's,Mfr: Jindal Naturecare Limited,https://www.netmeds.com/images/product-v1/150x150/887599/jindal_herbal_ashwagandha_500_mg_tablets_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/jindal-herbal-ashwagandha-500-mg-tablets-60-s,Rs. 235.00,None,None,True
Kayam Churna 100 gm,Mfr: Seth Brothers,https://www.netmeds.com/images/product-v1/150x150/413952/kayam_churna_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/kayam-churna-100gm,Rs. 90.00,None,None,True
Four Seasons Papaya Leaf Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/903836/four_seasons_papaya_leaf_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-papaya-leaf-juice-500-ml,Rs. 175.00,None,None,True
NutrActive Immune Drops 30 ml,Mfr: Almighty Agro Industry,https://www.netmeds.com/images/product-v1/150x150/912309/nutractive_immune_drops_30_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/nutractive-immune-drops-30-ml,Rs. 299.00,None,None,True
Kerala Naturals Ashwagandha Powder 50 gm,Mfr: Amarjyothi Home Products,https://www.netmeds.com/images/product-v1/150x150/915724/kerala_naturals_ashwagandha_powder_50_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-naturals-ashwagandha-powder-50-gm,Rs. 100.00,None,None,True
Haslab Alfa-Ag With Ashwagandha and Ginseng Tonic 115 ml,Mfr: Haslab,https://www.netmeds.com/images/product-v1/150x150/912566/haslab_alfa_ag_with_ashwagandha_and_ginseng_tonic_115_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/haslab-alfa-ag-with-ashwagandha-and-ginseng-tonic-115-ml,Rs. 90.00,None,None,True
Haslab Alfa-Ag With Ashwagandha and Ginseng Tonic 450 ml,Mfr: Haslab,https://www.netmeds.com/images/product-v1/150x150/912567/haslab_alfa_ag_with_ashwagandha_and_ginseng_tonic_450_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/haslab-alfa-ag-with-ashwagandha-and-ginseng-tonic-450-ml,Rs. 255.00,None,None,True
Baidyanath Chyawanprash Special 250 gm,Mfr: Shree Baidyanath Ayurved Bhawan Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/823673/baidyanath_chyawanprash_special_250_gm_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-chyawanprash-special-250-gm,Rs. 89.10,Rs. 99.00,10% OFF,True
Planet Ayurveda Ashwagandha Capsules 60's,Mfr: Planet Ayurveda,https://www.netmeds.com/images/product-v1/150x150/824121/planet_ayurveda_ashwagandha_capsules_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/planet-ayurveda-ashwagandha-capsules-60-s,"Rs. 1,215.00","Rs. 1,350.00",10% OFF,True
Kapiva BP Sure Juice 1 litre,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/899279/kapiva_bp_sure_juice_1_litre_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-bp-sure-juice-1-litre,Rs. 304.00,Rs. 380.00,20% OFF,True
Axiom Jeevan Ras Wheat Grass Giloye Stem Juice 1 ltr,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824736/axiom_jeevan_ras_wheat_grass_giloye_stem_juice_1_ltr_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-wheat-grass-juice-1000-ml-500ml,Rs. 368.00,Rs. 460.00,20% OFF,True
Swadeshi Special Chyawanprash 250 gm,Mfr: Swadeshi,https://www.netmeds.com/images/product-v1/150x150/827452/swadeshi_special_chyawanprash_250_gm_0.jpg,https://www.netmeds.com/non-prescriptions/swadeshi-special-chyawanprash-no-250gm,Rs. 66.50,Rs. 95.00,30% OFF,True
Dark Forest Ashwagandha Powder 100 gm,Mfr: Simandhar Herbal Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/900902/dark_forest_ashwagandha_powder_100_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/dark-forest-ashwagandha-powder-100-gm,Rs. 349.00,None,None,True
Kapiva Pure Wild Honey 250 gm,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/835512/kapiva_wild_honey_250_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-wild-honey-250-gm,Rs. 240.00,Rs. 300.00,20% OFF,True
Four Seasons Aloevera Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/902616/four_seasons_ayurveda_aloevera_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-ayurveda-aloevera-juice-juice-500-ml,Rs. 130.00,None,None,True
Cura Herbal Hand Wash 500 ml,Mfr: CURA PHARMACEUTICALS,https://www.netmeds.com/images/product-v1/150x150/913277/cura_herbal_hand_wash_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/cura-herbal-hand-wash-500-ml,Rs. 199.00,None,None,True
20 Microns Herbal Ashwagandha Extract Capsules 60's,Mfr: Hindustan Biosynth Limited,https://www.netmeds.com/images/product-v1/150x150/885217/20_microns_herbal_ashwagandha_extract_capsules_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/20-microns-herbal-ashwagandha-extract-capsules-60-s,Rs. 382.50,Rs. 450.00,15% OFF,True
Kapiva Aloe + Moringa Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821310/kapiva_aloe_moringa_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-moringa-juice-1l-1l,Rs. 480.00,Rs. 600.00,20% OFF,True
Axiom Jeevan Ras Shankhpushpi Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824719/axiom_jeevan_ras_shankhpushpi_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-shankhpushpi-juice-500ml,Rs. 240.00,Rs. 300.00,20% OFF,True
Four Seasons Neem Karela Jamun Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/902619/four_seasons_ayurveda_neem_karela_jamun_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-ayurveda-neem-karela-jamun-juice-juice-500-ml,Rs. 200.00,None,None,True
Kapiva Triphala Juice 1 litre,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/899277/kapiva_triphala_juice_1_litre_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-triphala-juice-1-litre,Rs. 224.00,Rs. 280.00,20% OFF,True
Four Seasons Wheat Grass Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/902618/four_seasons_ayurveda_wheat_grass_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-ayurveda-wheat-grass-juice-juice-500-ml,Rs. 200.00,None,None,True
Axiom Jeevan Ras Peepal Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824705/axiom_jeevan_ras_peepal_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-pipal-swaras-juice-500ml,Rs. 200.00,Rs. 250.00,20% OFF,True
Kapiva Aloe + Amla Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821313/kapiva_aloe_amla_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-amla-juice-1l-1l,Rs. 500.00,None,None,True
Kerala Ayurveda Brahmi Pearls Capsules (Pack of 4 x 10's),Mfr: Kerala Ayurveda Ltd,https://www.netmeds.com/images/product-v1/150x150/825035/kerala_ayurveda_brahmi_pearls_capsules_pack_of_4_x_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-ayurveda-brahmi-pearls-40-s,Rs. 289.00,Rs. 340.00,15% OFF,True
Four Seasons Neem Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/902623/four_seasons_ayurveda_neem_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-ayurveda-neem-juice-juice-500-ml,Rs. 160.00,None,None,True
Axiom Jeevan Ras Nirgundi Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824698/axiom_jeevan_ras_nirgundi_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-nirgundi-juice-500ml,Rs. 200.00,Rs. 250.00,20% OFF,True
Kapiva Aloe + Garcinia Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821312/kapiva_aloe_garcinia_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-garcinia-juice-1l-1l,Rs. 440.00,Rs. 550.00,20% OFF,True
Axiom Jeevan Ras Musli Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824691/axiom_jeevan_ras_musli_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-musli-juice-500ml,Rs. 360.00,Rs. 450.00,20% OFF,True
Axiom Jeevan Ras Shatawar Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824717/axiom_jeevan_ras_shatawar_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-satawar-swaras-500-ml,Rs. 200.00,Rs. 250.00,20% OFF,True
Kerala Ayurveda Chyavanprash 500 gm,Mfr: Kerala Ayurveda Ltd,https://www.netmeds.com/images/product-v1/150x150/825079/kerala_ayurveda_chyavanprash_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-ayurveda-chyavanprash-500-gm,Rs. 187.00,Rs. 220.00,15% OFF,True
Dabur Honey Squeezy 400 gm (Buy 1 Get 1 Free),Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/899743/dabur_honey_squeezy_400_gm_buy_1_get_1_free_0_3.jpg,https://www.netmeds.com/non-prescriptions/dabur-honey-squeezy-400-gm-buy-1-get-1-free,Rs. 300.00,None,None,True
Dabur Honey 500 gm,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/113668/dabur_honey_500_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/dabur-honey-500-gm,Rs. 199.00,None,None,True
Dabur Honey 250 gm,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/840553/dabur_honey_250_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/dabur-honey-250-gm,Rs. 99.00,None,None,True
Axiom Jeevan Ras Kantkari Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824664/axiom_jeevan_ras_kantkari_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-kantkari-juice-500-ml,Rs. 200.00,Rs. 250.00,20% OFF,True
Axiom Herbasip Immuno Booster Juice Shots (Pack of 6 X 50 ml),Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/856945/axiom_herbasip_immuno_booster_juice_shots_pack_of_6_x_50_ml_0.jpg,https://www.netmeds.com/non-prescriptions/herbasip-immuno-booster-juice-shots-pack-of-6-shots-x-50-ml,Rs. 144.00,Rs. 180.00,20% OFF,True
Axiom Herbasip Raw Turmeric Juice Shots (Pack of 6 X 50 ml),Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/856933/herbasip_raw_turmeric_juice_shots_pack_of_6_x_50_ml_0.jpg,https://www.netmeds.com/non-prescriptions/herbasip-raw-turmeric-juice-shots-pack-of-6-x-50-ml,Rs. 144.00,Rs. 180.00,20% OFF,True
Axiom Herbasip Fat Reduce Juice Shots (Pack of 6 X 50 ml),Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/856942/axiom_herbasip_fat_reduce_juice_shots_pack_of_6_x_50_ml_0.jpg,https://www.netmeds.com/non-prescriptions/herbasip-fat-reduce-juice-shots-pack-of-6-shots-x-50-ml,Rs. 144.00,Rs. 180.00,20% OFF,True
